References,TaxonomyPredator,CommonNamePredator,MeanMassPredator_kg,TaxonomyPrey,CommonNamePrey,MeanMassPrey_kg,Medium,Position,FitsModelAssumptions,MainViolatedAssumption,FoodWebs
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Carliaschmeltzii,RobustRainbow-skink,0.002141995,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Cryptoblepharusplagiocephalus,Callose-palmedShinning-skink,0.0015615143,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Cryptoblepharusvirgatus,Cream-stripedShinning-skink,0.0010967014,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Ctenotustaeniolatus,Copper-tailedSkink,0.0087736115,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Morethiataeniopleura,North-easternFiretailSkink,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Baltasp.,Cockroach,5.78e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Amorphoscelidae,PreyingMantids,0.0002677494,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Phasmatodea,Stickinsect,0.0296109388,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Teleogryllussp.,BlackfieldCricket,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Gryllotalpasp.,Molecricket,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Nunkeriasp.,Cricket,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Urnisiellasp.,Sandgrasshopper,0.0003761686,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Formicidae,Ants,2.96e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Carabidae,GroundBeetle,8.42e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Burhinusgrallarius,BushStone-curlew,2.8509953331,Lycosaspp.,Wolfspider,0.0001370877,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Baltasp.,Cockroach,5.78e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Amorphoscelidae,PreyingMantids,0.0002677494,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Phasmatodea,Stickinsect,0.0296109388,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Teleogryllussp.,BlackfieldCricket,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Gryllotalpasp.,Molecricket,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Nunkeriasp.,Cricket,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Urnisiellasp.,Sandgrasshopper,0.0003761686,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Cicadidae,Cicada,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Formicidae,Ants,2.96e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Carabidae,GroundBeetle,8.42e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Chlamyderanuchalis,GreatBowerbird,0.7190728057,Lycosaspp.,Wolfspider,0.0001370877,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriaalboguttata,GreenstripeFrog,0.004705963,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriacaerulea,GreenTreefrog,0.0171359599,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriafallax,EasternSedgefrog,0.0002677494,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriagracilenta,GracefullTreefrog,0.0015615143,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriainermis,BumpyRocketfrog,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litorialesueuri,Stony-creekfrog,0.0058776343,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litorianasuta,StripedRocketfrog,0.002141995,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriarothi,Red-eyedTreefrog,0.0028509953,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Litoriarubella,NakedTreefrog,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Criniadeserticola,ChirpingFroglet,0.0001370877,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Uperoleialithomoda,StonemasonGungan,0.0002677494,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Uperoleiamimula,TorresGungan,0.0001370877,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Demansiatorquata,CollaredWhipSnake,2.1419949911,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Carliajarnoldae,LinedRainbow-skink,0.0010967014,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Carliamunda,Shaded-litterRainbow-skink,0.0010967014,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Carliapectoralis,Open-litterRainbow-skink,0.002141995,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Carliaschmeltzii,RobustRainbow-skink,0.002141995,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Cryptoblepharusplagiocephalus,Callose-palmedShinning-skink,0.0015615143,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Cryptoblepharusvirgatus,Cream-stripedShinning-skink,0.0010967014,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Ctenotustaeniolatus,Copper-tailedSkink,0.0087736115,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Morethiataeniopleura,North-easternFiretailSkink,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Baltasp.,Cockroach,5.78e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Amorphoscelidae,PreyingMantids,0.0002677494,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Phasmatodea,Stickinsect,0.0296109388,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Teleogryllussp.,BlackfieldCricket,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Gryllotalpasp.,Molecricket,0.0007347043,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Nunkeriasp.,Cricket,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Urnisiellasp.,Sandgrasshopper,0.0003761686,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Cicadidae,Cicada,0.0004626709,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Formicidae,Ants,2.96e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Carabidae,GroundBeetle,8.42e-05,Air,Column,Yes,NA,NA
Broseetal(2005),Centropsphasianus,PheasantCoucal,5.8776342555,Lycosaspp.,Wolfspider,0.0001370877,Air,Column,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Lycosaspp.,Wolfspider,0.0001370877,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Baltasp.,Cockroach,5.78e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Oligochaetae,Earthworm,0.002141995,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Amorphoscelidae,PreyingMantids,0.0002677494,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Phasmatodea,Stickinsect,0.0296109388,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Teleogryllussp.,BlackfieldCricket,0.0004626709,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Gryllotalpasp.,Molecricket,0.0007347043,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Nunkeriasp.,Cricket,0.0004626709,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Urnisiellasp.,Sandgrasshopper,0.0003761686,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Cicadidae,Cicada,0.0004626709,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Cerambycidae,LongicornBeetle,0.0010967014,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Tipulidae,CraneFlies,0.0007347043,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Asilidae,RobberFlies,0.0001370877,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Bufomarinus,CaneToad,0.0578338648,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cycloranabrevipes,SuperbCollared-frog,0.0015615143,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Cyclorananovaehollandiae,EasternSnapping-frog,0.0171359599,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriaalboguttata,GreenstripeFrog,0.004705963,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriacaerulea,GreenTreefrog,0.0171359599,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Culexsp.,Mosquitoes,1.71e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Anophelessp.,Mosquitoes,1.71e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriafallax,EasternSedgefrog,0.0002677494,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriagracilenta,GracefullTreefrog,0.0015615143,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriainermis,BumpyRocketfrog,0.0007347043,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorialesueuri,Stony-creekfrog,0.0058776343,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litorianasuta,StripedRocketfrog,0.002141995,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarothi,Red-eyedTreefrog,0.0028509953,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Salticidae,Jumpingspider,8.77e-06,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Litoriarubella,NakedTreefrog,0.0007347043,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Criniadeserticola,ChirpingFroglet,0.0001370877,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Criniadeserticola,ChirpingFroglet,0.0001370877,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Criniadeserticola,ChirpingFroglet,0.0001370877,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastesornatus,OrnateBurrowing-frog,0.0015615143,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Tetrigidae,Pygmygrasshopper,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Carabidae,GroundBeetle,8.42e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Calliphoridae,Blowfly,7.02e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Limnodynastestasmaniensis,SpottedMarshfrog,0.0015615143,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Uperoleialithomoda,StonemasonGungan,0.0002677494,Isoptera,Termites,1.98e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Uperoleialithomoda,StonemasonGungan,0.0002677494,Pinophilussp.,RoveBeetle,3.76e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Uperoleialithomoda,StonemasonGungan,0.0002677494,Formicidae,Ants,2.96e-05,Air,Bottom,Yes,NA,NA
Broseetal(2005),Uperoleialithomoda,StonemasonGungan,0.0002677494,Glossata,Moth,3.76e-05,Air,Bottom,Yes,NA,NA
