References,TaxonomyPredator,CommonNamePredator,MeanMassPredator_kg,TaxonomyPrey,CommonNamePrey,MeanMassPrey_kg,Medium,Position,FitsModelAssumptions,MainViolatedAssumption,FoodWebs
Broseetal(2005),Epimeriarobusta,amphipod,0.001096701,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriarobusta,amphipod,0.001096701,Taeniogyruscontortus,Holothuria,0.002141995,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriarobusta,amphipod,0.001096701,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Hydrozoa,Hydrozoa,0.033468672,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Anthozoa,Anthozoa,4.254262504,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Euphausiacea,Euphausiacea,8.72e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Pantopoda,Pantopoda,0.000206595,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Foraminifera,Foraminifera,3.76e-11,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Ostracoda,Ostracoda,2.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriamacrodonta,amphipod,0.000734704,Squid,Squid,1.561514349,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Euphausiacea,Euphausiacea,8.72e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Hydrozoa,Hydrozoa,0.033468672,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Clavularia,Hydrozoa,0.002141995,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriarubrieques,amphipod,0.005877634,Taeniogyruscontortus,Holothuria,0.002141995,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriageorgiana,amphipod,0.001096701,Mysidacea,Mysidacea,0.005877634,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriageorgiana,amphipod,0.001096701,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Epimeriageorgiana,amphipod,0.001096701,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriageorgiana,amphipod,0.001096701,Hydrozoa,Hydrozoa,0.033468672,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriageorgiana,amphipod,0.001096701,Zooplankton,Zooplankton,1.37e-07,Water,Column,No,Capture,NA
Broseetal(2005),Epimeriageorgiana,amphipod,0.001096701,Foraminifera,Foraminifera,3.76e-11,Water,Column,No,Capture,NA
Broseetal(2005),Melphidippaantarctica,amphipod,0.000267749,Euchaetaantarctica,copepod,4.49e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Melphidippaantarctica,amphipod,0.000267749,Euphausiacea,Euphausiacea,8.72e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Melphidippaantarctica,amphipod,0.000267749,Mysidacea,Mysidacea,0.005877634,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Melphidippaantarctica,amphipod,0.000267749,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Melphidippaantarctica,amphipod,0.000267749,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Melphidippaantarctica,amphipod,0.000267749,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Oediceroidesemarginatus,amphipod,0.003701367,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Oediceroidescalmani,amphipod,0.000462671,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Maxilliphimedialongipes,amphipod,0.000462671,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Maxilliphimedialongipes,amphipod,0.000462671,Anthozoa,Anthozoa,4.254262504,Water,Column,No,Capture,NA
Broseetal(2005),Maxilliphimedialongipes,amphipod,0.000462671,Hydrozoa,Hydrozoa,0.033468672,Water,Column,No,Capture,NA
Broseetal(2005),Gnathiphimediamandibularis,amphipod,0.002141995,Bryozoa,Bryozoa,0.01713596,Water,Column,No,Capture,NA
Broseetal(2005),Gnathiphimediamandibularis,amphipod,0.002141995,Brachiopoda,Brachiopoda,0.002141995,Water,Column,No,Capture,NA
Broseetal(2005),Gnathiphimediamandibularis,amphipod,0.002141995,Bryozoa,Bryozoa,0.01713596,Water,Column,No,Capture,NA
Broseetal(2005),Gnathiphimediamandibularis,amphipod,0.002141995,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Echiniphimediahodgsoni,amphipod,0.001096701,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Echiniphimediahodgsoni,amphipod,0.001096701,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Iphimediellacyclogena,amphipod,0.000462671,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Paraceradocusgibber,amphipod,0.003701367,Amphipoda,Amphipoda,0.000977891,Water,Column,No,Capture,NA
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Euphausiacea,Euphausiacea,8.72e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Eucrantamollis,Polychaeta,0.002698297,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Eunoespica,Polychaeta,0.004083979,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Liljeborgiageorgiana,amphipod,0.000337287,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Uristesgigas,amphipod,0.000337287,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Uristesgigas,amphipod,0.000337287,Euphausiacea,Euphausiacea,8.72e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Uristesgigas,amphipod,0.000337287,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Amphipoda,Amphipoda,0.000977891,Water,Column,No,Capture,NA
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Eurythenesgryllus,Isopoda,0.029610939,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Ophiuroida,Ophiuroida,0.001129933,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Hydrozoa,Hydrozoa,0.033468672,Water,Column,No,Capture,NA
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Anthozoa,Anthozoa,4.254262504,Water,Column,No,Capture,NA
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Eurythenesgryllus,amphipod,0.029610939,Isopoda,Isopoda,0.010933685,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Bathypanoploeaschellenbergi,amphipod,0.002141995,Anthozoa,Anthozoa,4.254262504,Water,Column,No,Capture,NA
Broseetal(2005),Bathypanoploeaschellenbergi,amphipod,0.002141995,Holothuria,Holothuria,0.013430779,Water,Column,No,Capture,NA
Broseetal(2005),Bathypanoploeaschellenbergi,amphipod,0.002141995,Bryozoa,Bryozoa,0.01713596,Water,Column,No,Capture,NA
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Eucrantamollis,Polychaeta,0.002698297,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Eunoespica,Polychaeta,0.004083979,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Laetmoniceproducta,Polychaeta,0.063812173,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Tanaidacea,Tanaidacea,5.78e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Foraminifera,Foraminifera,3.76e-11,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Heterophoxusvidens,amphipod,1.71e-05,Nematoda,Nematoda,1.71e-08,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Rhachotropisantarctica,amphipod,9.99e-05,Euphausiacea,Euphausiacea,8.72e-05,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Rhachotropisantarctica,amphipod,9.99e-05,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Rhachotropisantarctica,amphipod,9.99e-05,Amphipoda,Amphipoda,0.000977891,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Rhachotropisantarctica,amphipod,9.99e-05,Cnidaria,Cnidaria,4.244117208,Water,Column,No,Capture,NA
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Foraminifera,Foraminifera,3.76e-11,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Porifera,Porifera,0.301181632,Water,Bottom,No,Capture,NA
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Bivalvia,Bivalvia,0.000850512,Water,Bottom,No,Capture,NA
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Yoldiellaeightsi,Bivalvia,0.000588245,Water,Bottom,No,Capture,NA
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Mysidacea,Mysidacea,0.005877634,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Notocrangonantarcticus,decapod,0.000208493,Holothuria,Holothuria,0.013430779,Water,Bottom,No,Capture,NA
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Foraminifera,Foraminifera,3.76e-11,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Porifera,Porifera,0.301181632,Water,Bottom,No,Capture,NA
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Nematoda,Nematoda,1.71e-08,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Yoldiellaeightsi,Bivalvia,0.000588245,Water,Bottom,No,Capture,NA
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Eucrantamollis,Polychaeta,0.002698297,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Eunoespica,Polychaeta,0.004083979,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Laetmoniceproducta,Polychaeta,0.063812173,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Eulagiscagigantea,Polychaeta,0.117535549,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Barrukiacristata,Polychaeta,0.002273102,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Amphipoda,Amphipoda,0.000977891,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Isopoda,Isopoda,0.010933685,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Zooplankton,Zooplankton,1.37e-07,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Chorismusantarcticus,decapod,0.000117536,Taeniogyruscontortus,Holothuria,0.002141995,Water,Bottom,No,Capture,NA
Broseetal(2005),Nematocarcinuslanceopes,decapod,0.000691498,Euchaetaantarctica,copepod,4.49e-06,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Nematocarcinuslanceopes,decapod,0.000691498,Zooplankton,Zooplankton,1.37e-07,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Rhincalanusgigas,copepod,1.13e-05,Oithona,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Rhincalanusgigas,copepod,1.13e-05,Oncaea,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Rhincalanusgigas,copepod,1.13e-05,Coelenterata,Coelenterata,0.004705963,Water,Column,No,Capture,NA
Broseetal(2005),Calanuspropinquus,copepod,3.17e-06,Euchaetaantarctica,copepod,4.49e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Calanuspropinquus,copepod,3.17e-06,Oithona,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Calanuspropinquus,copepod,3.17e-06,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Calanuspropinquus,copepod,3.17e-06,Coelenterata,Coelenterata,0.004705963,Water,Column,No,Capture,NA
Broseetal(2005),Calanoidesacutus,copepod,3.01e-06,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Calanoidesacutus,copepod,3.01e-06,Oithona,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Calanoidesacutus,copepod,3.01e-06,Oncaea,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Calanoidesacutus,copepod,3.01e-06,Pelegobialongicirrata,Polychaeta,1.02e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Metridiagerlachei,copepod,1.27e-06,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Metridiagerlachei,copepod,1.27e-06,Oithona,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Metridiagerlachei,copepod,1.27e-06,Oncaea,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Copepoda,Copepoda,3.97e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Oithona,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Oncaea,Copepoda,2.14e-09,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Metridiagerlachei,copepod,1.27e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Euchaetaantarctica,copepod,4.49e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Cyllopuslucasii,amphipod,0.000182464,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Coelenterata,Coelenterata,0.004705963,Water,Column,No,Capture,NA
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Pelegobialongicirrata,Polychaeta,1.02e-06,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetaantarctica,copepod,4.49e-06,Eukrohniahamata,Chaetognatha,0.000133016,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Mysidae,Mysidacea,0.000734704,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Eucopiaaustralis,Mysidacea,0.002698297,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Euchaetomeraantarcticus,Mysidacea,4.7e-05,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Antarctomysismaxima,Mysidacea,0.007823131,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Ceratoserolismeridionalis,Isopoda,0.008773612,Polychaeta,Polychaeta,0.117535549,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Ceratoserolismeridionalis,Isopoda,0.008773612,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Frontoserolisbouvieri,Isopoda,0.008773612,Polychaeta,Polychaeta,0.117535549,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Frontoserolisbouvieri,Isopoda,0.008773612,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Gnathiacalva,Isopoda,8.77e-06,Zooplankton,Zooplankton,1.37e-07,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Isopoda,Isopoda,0.010933685,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Glyptonotusantarcticus,Isopoda,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Asteroida,Asteroida,0.002609349,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Gastropoda,Gastropoda,0.010598081,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Euphausiasuperba,Euphausiacea,0.003190192,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Polychaeta,Polychaeta,0.117535549,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Echinoida,Echinoida,0.00492652,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Glyptonotusantarcticus,Isopoda,0.029610939,Limacinahelicina,Pteropoda,5.78e-08,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Myodocopia,Ostracoda,2.37e-07,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Podocopida,Ostracoda,2.37e-07,Zooplankton,Zooplankton,1.37e-07,Water,Column,Yes,NA,FoodWeb1
Broseetal(2005),Peraeospinosuspushkini,Tanaidacea,5.78e-05,Porifera,Porifera,0.301181632,Water,Column,No,Capture,NA
Broseetal(2005),Pentanymphonantarcticum,Pantopoda,1.82e-07,Bryozoa,Bryozoa,0.01713596,Water,Bottom,No,Capture,NA
Broseetal(2005),Pentanymphonantarcticum,Pantopoda,1.82e-07,Porifera,Porifera,0.301181632,Water,Bottom,No,Capture,NA
Broseetal(2005),Pentanymphonantarcticum,Pantopoda,1.82e-07,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Pentanymphonantarcticum,Pantopoda,1.82e-07,Polychaeta,Polychaeta,0.117535549,Water,Bottom,No,Capture,NA
Broseetal(2005),Pentanymphonantarcticum,Pantopoda,1.82e-07,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,No,Capture,NA
Broseetal(2005),Pentanymphonantarcticum,Pantopoda,1.82e-07,Ctenophora,Ctenophora,0.013783429,Water,Bottom,No,Capture,NA
Broseetal(2005),Ammotheacarolinensis,Pantopoda,9.34e-05,Bryozoa,Bryozoa,0.01713596,Water,Bottom,No,Capture,NA
Broseetal(2005),Ammotheacarolinensis,Pantopoda,9.34e-05,Porifera,Porifera,0.301181632,Water,Bottom,No,Capture,NA
Broseetal(2005),Ammotheacarolinensis,Pantopoda,9.34e-05,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Ammotheacarolinensis,Pantopoda,9.34e-05,Polychaeta,Polychaeta,0.117535549,Water,Bottom,No,Capture,NA
Broseetal(2005),Ammotheacarolinensis,Pantopoda,9.34e-05,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,No,Capture,NA
Broseetal(2005),Ammotheacarolinensis,Pantopoda,9.34e-05,Ctenophora,Ctenophora,0.013783429,Water,Bottom,No,Capture,NA
Broseetal(2005),Colossendeissp.,Pantopoda,0.002141995,Bryozoa,Bryozoa,0.01713596,Water,Bottom,No,Capture,NA
Broseetal(2005),Colossendeissp.,Pantopoda,0.002141995,Porifera,Porifera,0.301181632,Water,Bottom,No,Capture,NA
Broseetal(2005),Colossendeissp.,Pantopoda,0.002141995,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Colossendeissp.,Pantopoda,0.002141995,Polychaeta,Polychaeta,0.117535549,Water,Bottom,No,Capture,NA
Broseetal(2005),Colossendeissp.,Pantopoda,0.002141995,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,No,Capture,NA
Broseetal(2005),Colossendeissp.,Pantopoda,0.002141995,Ctenophora,Ctenophora,0.013783429,Water,Bottom,No,Capture,NA
Broseetal(2005),Nymphongracillimum,Pantopoda,0.000113863,Bryozoa,Bryozoa,0.01713596,Water,Bottom,No,Capture,NA
Broseetal(2005),Nymphongracillimum,Pantopoda,0.000113863,Porifera,Porifera,0.301181632,Water,Bottom,No,Capture,NA
Broseetal(2005),Nymphongracillimum,Pantopoda,0.000113863,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Nymphongracillimum,Pantopoda,0.000113863,Polychaeta,Polychaeta,0.117535549,Water,Bottom,No,Capture,NA
Broseetal(2005),Nymphongracillimum,Pantopoda,0.000113863,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,No,Capture,NA
Broseetal(2005),Nymphongracillimum,Pantopoda,0.000113863,Ctenophora,Ctenophora,0.013783429,Water,Bottom,No,Capture,NA
Broseetal(2005),Pelagobialongicirrata,polychaeta,1.02e-06,Ostracoda,Ostracoda,2.37e-07,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Rhynchonereellabongraini,polychaeta,1.02e-06,Ostracoda,Ostracoda,2.37e-07,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Laetmoniceproducta,polychaeta,0.063812173,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Laetmoniceproducta,polychaeta,0.063812173,Amphipoda,Amphipoda,0.000977891,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Laetmoniceproducta,polychaeta,0.063812173,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Holothuria,Holothuria,0.013430779,Water,Bottom,No,Capture,NA
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Hydrozoa,Hydrozoa,0.033468672,Water,Bottom,No,Capture,NA
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Bryozoa,Bryozoa,0.01713596,Water,Bottom,No,Capture,NA
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Gastropoda,Gastropoda,0.010598081,Water,Bottom,No,Capture,NA
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Pantopoda,Pantopoda,0.000206595,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Isopoda,Isopoda,0.010933685,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoespinosa,polychaeta,0.003519366,Amphipoda,Amphipoda,0.000977891,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoecrosetensis,polychaeta,0.003343431,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoecrosetensis,polychaeta,0.003343431,Isopoda,Isopoda,0.010933685,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoecrosetensis,polychaeta,0.003343431,Amphipoda,Amphipoda,0.000977891,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Harmothoecrosetensis,polychaeta,0.003343431,Holothuria,Holothuria,0.013430779,Water,Bottom,No,Capture,NA
Broseetal(2005),Polyeunoalaevis,polychaeta,0.008773612,Anthozoa,Anthozoa,4.254262504,Water,Bottom,No,Capture,NA
Broseetal(2005),Polyeunoalaevis,polychaeta,0.008773612,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Barrukiacristata,polychaeta,0.002273102,Bivalvia,Bivalvia,0.000850512,Water,Bottom,No,Capture,NA
Broseetal(2005),Eulagiscagigantea,polychaeta,0.117535549,Bryozoa,Bryozoa,0.01713596,Water,Bottom,No,Capture,NA
Broseetal(2005),Eulagiscagigantea,polychaeta,0.117535549,Pantopoda,Pantopoda,0.000206595,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Eulagiscagigantea,polychaeta,0.117535549,Crustacea,Crustacea,0.029610939,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Eulagiscagigantea,polychaeta,0.117535549,Amphipoda,Amphipoda,0.000977891,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Eulagiscagigantea,polychaeta,0.117535549,Ophiuroida,Ophiuroida,0.001129933,Water,Bottom,Yes,NA,FoodWeb1
Broseetal(2005),Eulagiscagigantea,polychaeta,0.117535549,Hydrozoa,Hydrozoa,0.033468672,Water,Bottom,No,Capture,NA
